NumMensaje,Algoritmo,MensajeOriginalASCII,LargoOriginalASCII,MensajeBinario,LargoBinario,MensajeCodificado,LargoCodificado,MensajeEnviado,NoiseProb,BitsFlippeados
2048,crc,ynlejurzmaox,12,011110010110111001101100011001010110101001110101011100100111101001101101011000010110111101111000,96,01111001011011100110110001100101011010100111010101110010011110100110110101100001011011110111100000101011101010101111011111010101,128,01111001011011100110110001100101011010100111010101110010001110100110110101100001011011110111100000101011101010101111011111010101,0.005,1
2049,crc,wpotd,5,0111011101110000011011110111010001100100,40,011101110111000001101111011101000110010010100100111010001111111011110000,72,011101110111000001101111011101000110010010100100111010001111111011110000,0.005,0
2050,crc,znoatbnomy,10,01111010011011100110111101100001011101000110001001101110011011110110110101111001,80,0111101001101110011011110110000101110100011000100110111001101111011011010111100110100000111100110110100111110010,112,0111101001101110011011110110000101110100011000100110111001001111011011010111100110100000111100110110100111110010,0.005,1
2051,crc,xogsxsog,8,0111100001101111011001110111001101111000011100110110111101100111,64,011110000110111101100111011100110111100001110011011011110110011100000101011001010001000101010100,96,011110000110111101100111011100110111100001110011011011110110011100000101011001010001000101010100,0.005,0
2052,crc,szkxy,5,0111001101111010011010110111100001111001,40,011100110111101001101011011110000111100111110110011011110011001101011101,72,011100110111101001101011011110000111100111110110011011110011001101011101,0.005,0
2053,crc,zrbuquwyvwkbii,14,0111101001110010011000100111010101110001011101010111011101111001011101100111011101101011011000100110100101101001,112,011110100111001001100010011101010111000101110101011101110111100101110110011101110110101101100010011010010110100110110101001000010000010011100000,144,011110100111001001100010011101010111000101110101011101110111100101110110011101110110101101100010011010010110100111110101001000010000010011100000,0.005,1
2054,crc,xuakcumd,8,0111100001110101011000010110101101100011011101010110110101100100,64,011110000111010101100001011010110110001101110101011011010110010001101000101010000111001010011110,96,011110000111010101100001011010110110001101110101011011010110010001101000101010000111001010011110,0.005,0
2055,crc,phykldbqoo,10,01110000011010000111100101101011011011000110010001100010011100010110111101101111,80,0111000001101000011110010110101101101100011001000110001001110001011011110110111100100000001001100111010000010100,112,0111000001101000011110011110101101101100011001000110001001110001011011110110111100100000001001100111010000010100,0.005,1
2056,crc,abrozprkopqsfmh,15,011000010110001001110010011011110111101001110000011100100110101101101111011100000111000101110011011001100110110101101000,120,01100001011000100111001001101111011110100111000001110010011010110110111101110000011100010111001101100110011011010110100001101100010111111000100001011101,152,01100001011000100111001001101111011110100111000001110010011010110110111101110000011100010111001101100110011011010110100001101100010111111000100001011101,0.005,0
2057,crc,asevjudsosro,12,011000010111001101100101011101100110101001110101011001000111001101101111011100110111001001101111,96,01100001011100110110010101110110011010100111010101100100011100110110111101110011011100100110111100111100000011110110010111011100,128,01100001011100110110010101110110011010100111010101100100011100110110111101110011011100100110111100111100000001110110010111011100,0.005,1
2058,crc,gfqihjhjiy,10,01100111011001100111000101101001011010000110101001101000011010100110100101111001,80,0110011101100110011100010110100101101000011010100110100001101010011010010111100110010000000011010111110111011110,112,0110011101100110011100010110100101001000011010100110100001101010011010010101100110010000000011010111110111011110,0.005,2
2059,crc,nibgwxb,7,01101110011010010110001001100111011101110111100001100010,56,0110111001101001011000100110011101110111011110000110001000111001111110011101000010011100,88,0110111001101001011000100110011101110111011110000110001000111001111110011101000010011100,0.005,0
2060,crc,icdrebfskqwshc,14,0110100101100011011001000111001001100101011000100110011001110011011010110111000101110111011100110110100001100011,112,011010010110001101100100011100100110010101100010011001100111001101101011011100010111011101110011011010000110001100111100000011011010111101100000,144,011010010110001101100100011100100110010101100010011001100111001101101011011100010111011101110011011010000110001100111100000011011010111101100000,0.005,0
2061,crc,vvvfllps,8,0111011001110110011101100110011001101100011011000111000001110011,64,011101100111011001110110011001100110110001101100011100000111001110011101101000101110110111010001,96,011101100111011001110110011001100110110001101100011100000111001110011101101000101110110111010001,0.005,0
2062,crc,yfpjmdzhcbru,12,011110010110011001110000011010100110110101100100011110100110100001100011011000100111001001110101,96,01111001011001100111000001101010011011010110010001111010011010000110001101100010011100100111010100101101000110011011100100000000,128,01111001011001100111000001101010011011010110010001111010011010000110001101100010011100100111010100101101000110011001100100000000,0.005,1
2063,crc,vdylzpunkwulsjd,15,011101100110010001111001011011000111101001110000011101010110111001101011011101110111010101101100011100110110101001100100,120,01110110011001000111100101101100011110100111000001110101011011100110101101110111011101010110110001110011011010100110010010111111100000100001001110010101,152,01110110011001000110100101101100011110100111000001110101011011100110101101110111011101010110110001110011011010100110010010111111100000100001001110010101,0.005,1
2064,crc,rzzudx,6,011100100111101001111010011101010110010001111000,48,01110010011110100111101001110101011001000111100001001101101111010100100011101001,80,01110010011110100111101001110101011001000111100001001101101111010100100011101001,0.005,0
2065,crc,eephrw,6,011001010110010101110000011010000111001001110111,48,01100101011001010111000001101000011100100111011101000110101110100000001010011000,80,01100101011001010111000001101000011100100111011101000110101110100000001010011000,0.005,0
2066,crc,tiastcwotb,10,01110100011010010110000101110011011101000110001101110111011011110111010001100010,80,0111010001101001011000010111001101110100011000110111011101101111011101000110001000111110100001001111101000001100,112,0111010001101001011000010111001101110100011000110111011101101111011101000110001000111110100001001111101000000100,0.005,1
2067,crc,fcgdgnxcnlrm,12,011001100110001101100111011001000110011101101110011110000110001101101110011011000111001001101101,96,01100110011000110110011101100100011001110110111001111000011000110110111001101100011100100110110111001011010000101001100011010001,128,01100110011000110110011101100100011001110110111001111000011000110110111001101100011100100110110111001011010000101001100111010001,0.005,1
2068,crc,rykuhjemkzcpnr,14,0111001001111001011010110111010101101000011010100110010101101101011010110111101001100011011100000110111001110010,112,011100100111100101101011011101010110100001101010011001010110110101101011011110100110001101110000011011100111001010100001001111111110001111000011,144,011100100111100101101011011101010110100001101010011011010110110101101011011110100110001101110000011011100111001010100001001111111110001111000011,0.005,1
2069,crc,gsbdzfwsbkapeo,14,0110011101110011011000100110010001111010011001100111011101110011011000100110101101100001011100000110010101101111,112,011001110111001101100010011001000111101001100110011101110111001101100010011010110110000101110000011001010110111100010111110001000001011100011001,144,011001110111001101100010011001000111101001100110011101110111001101100010011010110110000101110000011001010110111100010111110001000001011100011001,0.005,0
2070,crc,lwwokahxqjbnl,13,01101100011101110111011101101111011010110110000101101000011110000111000101101010011000100110111001101100,104,0110110001110111011101110110111101101011011000010110100001111000011100010110101001100010011011100110110011000101010001011100110110101111,136,0110110001110111011101110110111101101011011000010110100011111000011100010110101001100010011011100110111011000101010001011100110110101111,0.005,2
2071,crc,txizapujakund,13,01110100011110000110100101111010011000010111000001110101011010100110000101101011011101010110111001100100,104,0111010001111000011010010111101001100001011100000111010101101010011000010110101101110101011011100110010011000110000101001010101010011101,136,0111010001111000011010010111101001100001011100000111011101101010011000010110101101110101011011100110010011000110000101001010101010011101,0.005,1
2072,crc,iuqlmuqzkllju,13,01101001011101010111000101101100011011010111010101110001011110100110101101101100011011000110101001110101,104,0110100101110101011100010110110001101101011101010111000101111010011010110110110001101100011010100111010100000110000101000011111100011111,136,0110100101110101011100010100110001101101011101010111000101111010011010110110110001101100011010100111010100000110000101000011111100011111,0.005,1
