NumMensaje,Algoritmo,MensajeOriginalASCII,LargoOriginalASCII,MensajeBinario,LargoBinario,MensajeCodificado,LargoCodificado,MensajeEnviado,NoiseProb,BitsFlippeados
2666,hamming,xntpcoulr,9,011110000110111001110100011100000110001101101111011101010110110001110010,72,0100111010000111011100111010001111000001100011011011110111010100110110001110010,79,0110111010000111011100110010001111000001100011011011110111010100110110001110010,0.01,2
2667,hamming,zaiasqjv,8,0111101001100001011010010110000101110011011100010110101001110110,64,11001111101001100000101101001011100001011100110111000101101010011110110,71,11001111101001100000101101001011100001011100110111000101101010011110110,0.01,0
2668,hamming,aauaztml,8,0110000101100001011101010110000101111010011101000110110101101100,64,11001100000101100000101110101010100001011110100111010001101101001101100,71,11001100000101100000111110101010100001010110100111010001101101001101100,0.01,2
2669,hamming,rpduzlgbazobpa,14,0111001001110000011001000111010101111010011011000110011101100010011000010111101001101111011000100111000001100001,112,10001110001001101000001100100011110101011110100110110001100111001100010011000010111101001101111011000100111000001100001,119,10001110001001101000001100100011110101011110100110110001100111001100010011000010111101101101111011000100111000001100001,0.01,1
2670,hamming,phcfpmqibans,12,011100000110100001100011011001100111000001101101011100010110100101100010011000010110111001110011,96,0001111100000111010000110001101010011001110000011011010111000100110100101100010011000010110111001110011,103,0001111100000111010000110001101010011001110000011011010111000100110100101100010011000010110111001110011,0.01,0
2671,hamming,bxghvhsq,8,0110001001111000011001110110100001110110011010000111001101110001,64,10011100001001101100001100111011101000011101100110100001110011001110001,71,10011100001001101100001100111011101000011101101110100001110011001110001,0.01,1
2672,hamming,kymzlwbsf,9,011010110111100101101101011110100110110001110111011000100111001101100110,72,0001110110110110110010110110101111101001101100011101110110001001111001101100110,79,0001110110110110110010111110101011101001101100011101110100001001111001101100110,0.01,3
2673,hamming,liuqsopgqhjgmq,14,0110110001101001011101010111000101110011011011110111000001100111011100010110100001101010011001110110110101110001,112,10001100110001100100101110101011110001011100110110111101110000001100111011100010110100001101010011001110110110101110001,119,10001100110001100100101110101011110001011100110110111101110000001100111011100010110100001101010011001110110110101110001,0.01,0
2674,hamming,gusnkwloajrkwkv,15,011001110111010101110011011011100110101101110111011011000110111101100001011010100111001001101011011101110110101101110110,120,1101110101110111101010111001101010111001101011011101110110110000110111101100001011010100111001001101011011101110110101101110110,127,1101110101110111101010111001101010111001101011011101110110110000110111101100001011010100111001001101011011101110110101101110110,0.01,0
2675,hamming,zlgoqtemqxlggzq,15,011110100110110001100111011011110111000101110100011001010110110101110001011110000110110001100111011001110111101001110001,120,1000111010100111011000110011101010111101110001011101000110010100110110101110001011110000110110001100111011001110111101001110001,127,1000111010101111011000111011101010111101110001011101000110010100110110101110001011110000110110001100111011001110111101001110001,0.01,2
2676,hamming,eacgu,5,0110010101100001011000110110011101110101,40,1101110101010110000010110001101110011101110101,46,1101110101010110000010110001101110011101110101,0.01,0
2677,hamming,dzsbc,5,0110010001111010011100110110001001100011,40,1000110001000111110100111001101010001001100011,46,1000110001000111110100111001101010001001100011,0.01,0
2678,hamming,ejnms,5,0110010101101010011011100110110101110011,40,1101110001010110010100110111001110110101110011,46,1101110001010110010100110111001110110101110011,0.01,0
2679,hamming,dygeulcjxmw,11,0110010001111001011001110110010101110101011011000110001101101010011110000110110101110111,88,01011101010001101100101100111010100101011101010110110001100011011101010011110000110110101110111,95,01011101010001101100101100111010100101011101010110110001100011011101010011110000110110101110111,0.01,0
2680,hamming,gkpsrvqd,8,0110011101101011011100000111001101110010011101100111000101100100,64,01001100011101100101101110000011110011011100100111011001110001011100100,71,01001100011101100101101110000011110011011100100111011001110001011100100,0.01,0
2681,hamming,ohyyznw,7,01101111011010000111100101111001011110100110111001110111,56,01011100111101100100001111001010111001011110100110111001110111,62,01011100111101100100001111001010111001011110100110111001110111,0.01,0
2682,hamming,zafqeb,6,011110100110000101100110011100010110010101100010,48,110111101010011100001011001100101100010110010101100010,54,110111101010011100001011001100101100010110000101100010,0.01,1
2683,hamming,ydzubf,6,011110010110010001111010011101010110001001100110,48,100011101001011100100011110100111101010110001001100110,54,100011101001011100100011110100111101010110001001100110,0.01,0
2684,hamming,zwfvmgkgqhyr,12,011110100111011101100110011101100110110101100111011010110110011101110001011010000111100101110010,96,0001111110100111101110110011001111011001101101011001110110101101110011101110001011010000111100101110010,103,0001111110100111101110110011001111011001101101011001110110101101110011101110001011010000111100101110010,0.01,0
2685,hamming,yucgg,5,0111100101110101011000110110011101100111,40,0101111110010110101010110001101110011101100111,46,0101111110010110101010110001101110111101100111,0.01,1
2686,hamming,lgtmiemkqpftm,13,01101100011001110111010001101101011010010110010101101101011010110111000101110000011001100111010001101101,104,110111001100011000111011101000101011010110100101100101011011010111010110111000101110000011001100111010001101101,111,110111001100011000111011101000101011010110100101100101011011010111010110111000101110000011001100111010001101101,0.01,0
2687,hamming,nzinjpbub,9,011011100111101001101001011011100110101001110000011000100111010101100010,72,0101110111100110110100110100101010111001101010011100000110001000111010101100010,79,0101110111100110010100110100101010111001101010011101000110001000111010101100010,0.01,2
2688,hamming,awusdfqdja,10,01100001011101110111010101110011011001000110011001110001011001000110101001100001,80,100011010001011110111011101010111100110110010001100110011100010011001000110101001100001,87,101011010001011010111011101010111100110110010001100110011100010011001000110101001100001,0.01,2
2689,hamming,bvcdlefeihafa,13,01100010011101100110001101100100011011000110010101100110011001010110100101101000011000010110011001100001,104,000011010010011010110011000110111001000110110001100101011001100111001010110100101101000011000010110011001100001,111,000011010010011010110011000110111001000110110001100101011001100111001010110100101101000011000010110011001100001,0.01,0
2690,hamming,hbvzzgq,7,01101000011000100111011001111010011110100110011101110001,56,01001101100001100001001110110010111010011110100110011101110001,62,01001101100001100001001110110010111010011110100110011101110001,0.01,0
2691,hamming,vkoay,5,0111011001101011011011110110000101111001,40,0101111101100110010110110111101110000101111001,46,0101111101100110010110110111101110000101111001,0.01,0
2692,hamming,frawueeqkkpuiyw,15,011001100111001001100001011101110111010101100101011001010111000101101011011010110111000001110101011010010111100101110111,120,0001110001100111100100110000101011011101110101011001010110010101111000101101011011010110111000001110101011010010111100101110111,127,0001110001100111100100110000101011011101110101011001010110010101111000101101011001010110111100001110101011010010111100101110111,0.01,2
2693,hamming,jydbojaewuers,13,01101010011110010110010001100010011011110110101001100001011001010111011101110101011001010111001001110011,104,100111011010011111001011001000101000100110111101101010011000010011001010111011101110101011001010111001001110011,111,100111011011011111000011001000101000100110111101101010011000010011001010111011101110101011001010111001001110011,0.01,2
2694,hamming,etsuguyarnc,11,0110010101110100011100110111010101100111011101010111100101100001011100100110111001100011,88,01001101010101111010001110011011110101011001110111010101111001001100001011100100110111001100011,95,01001101010101111010001110011011110101011001110111010101111001001100001011100100110111001100011,0.01,0
2695,hamming,gqtfoktda,9,011001110111000101110100011001100110111101101011011101000110010001100001,72,0000110001110110100010111010001010011001101111011010110111010000110010001100001,79,0000110001110110100010111010001010011001101111011010110111010000110010001100001,0.01,0
2696,hamming,vzzro,5,0111011001111010011110100111001001101111,40,1101111101100111110100111101001111001001101111,46,1101111101100111110100111101001111001001101111,0.01,0
2697,hamming,cysjxkxb,8,0110001101111001011100110110101001111000011010110111100001100010,64,00001101001101101100101110011010101010011110000110101101111000011100010,71,00001101001101101100101110011010101010011110000110101101111000011100010,0.01,0
2698,hamming,cjcjc,5,0110001101101010011000110110101001100011,40,1101110000110111010100110001101110101001100011,46,1101110000110111010100110001101110101001100011,0.01,0
2699,hamming,poryqasdn,9,011100000110111101110010011110010111000101100001011100110110010001101110,72,0101111000000111011110111001001011100101110001011000010111001100110010001101110,79,0101111000000111011110111001001001100101110001011000010111001100100010001101110,0.01,2
2700,hamming,ivfxieay,8,0110100101110110011001100111100001101001011001010110000101111001,64,10011101100101111011001100110010111000011010010110010101100001011111001,71,10011101100101111011001100110010111000011010010110010101100001011111001,0.01,0
2701,hamming,oifvba,6,011011110110100101100110011101100110001001100001,48,110111011111011001001011001100101101100110001001100001,54,110111011111011001001011001100101101100110001001100001,0.01,0
